work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2020,Data Analyst  (Remote),Engineering,JPY,64787,164923,UK,SE,PT,Hybrid,JP,S
2020,Data Analyst  in office,Data Science,EUR,45689,168654,UK,MI,PT,Hybrid,UK,L
2020,Data Analyst  ,ML/AI,GBP,147537,166579,MX,SE,CT,Hybrid,IN,M
2021,Statistician  ,Analysis,us dolars,80344,167006,US,SE,CT,Remote,IN,S
2021,Statistician  in office,ML/AI,EUR,97891,71971,JP,EX,FL,Remote,JP,M
2021,Statistician  ,Engineering,JPY,127464,34659,MX,SE,PT,Hybrid,CN,M
2020,Data Scientist  (Remote),ML/AI,INR,95869,34398,MX,MI,FL,Hybrid,DE,M
2022,Data Engineer  in office,Engineering,us dolars,196402,36242,DE,EX,FT,In-person,CN,S
2020,Data Analyst  (Remote),Data Science,INR,110312,189692,DE,EN,FT,In-person,IN,L
2021,Data Scientist  ,Engineering,EUR,57014,171868,IN,EN,PT,Remote,US,S
2021,Data Analyst  in office,Analysis,GBP,64563,160014,JP,SE,FL,In-person,DE,M
2020,Data Scientist  ,Analysis,EUR,176342,81175,DE,EN,CT,In-person,IN,L
2020,Statistician  in office,Analysis,GBP,192351,198347,JP,EN,FL,In-person,DE,M
2021,Data Analyst  in office,Data Science,EUR,128557,43937,MX,EX,FT,In-person,CN,S
2021,Statistician  in office,Engineering,us dolars,164729,180641,JP,MI,FL,Remote,UK,L
2021,Data Analyst  in office,Data Science,us dolars,119422,42343,UK,EN,FT,Remote,IN,S
2020,Machine Learning Engineer  in office,ML/AI,INR,137919,86875,DE,EN,FT,In-person,IN,L
2021,Data Scientist  ,ML/AI,EUR,162099,76803,DE,MI,FL,In-person,DE,M
2021,Machine Learning Engineer  in office,ML/AI,EUR,175271,89937,US,EX,CT,Remote,UK,M
2022,Data Scientist  (Remote),ML/AI,INR,146854,107069,JP,EX,FT,Hybrid,US,M
2020,Data Engineer  in office,Analysis,JPY,109317,192204,IN,EN,FL,In-person,UK,S
2022,Data Analyst  (Remote),Engineering,EUR,45120,192428,UK,SE,FT,Hybrid,US,S
2022,Data Engineer  ,Analysis,EUR,119825,45438,MX,MI,PT,In-person,MX,M
2021,Data Engineer  in office,Engineering,EUR,35983,187438,US,EX,CT,Remote,MX,M
2020,Data Scientist  in office,Engineering,JPY,96629,109504,UK,EN,PT,In-person,JP,L
2021,Machine Learning Engineer  (Remote),Data Science,us dolars,100325,47490,IN,EX,FT,Hybrid,CN,L
2020,Statistician  in office,ML/AI,INR,163984,180245,US,EN,CT,Remote,UK,S
2022,Data Scientist  ,Engineering,JPY,77879,171448,UK,MI,FL,In-person,US,L
2020,Statistician  ,ML/AI,GBP,182945,96254,IN,SE,FL,In-person,DE,S
2021,Data Engineer  in office,ML/AI,GBP,44332,135380,CN,MI,CT,Remote,US,S
2021,Statistician  (Remote),ML/AI,JPY,177636,66763,US,EX,PT,In-person,JP,L
2021,Machine Learning Engineer  ,Analysis,JPY,107795,95841,IN,EX,PT,Remote,US,L
2020,Data Scientist  in office,ML/AI,us dolars,137716,71347,US,EX,CT,In-person,CN,L
2022,Machine Learning Engineer  (Remote),Engineering,GBP,181598,71684,DE,SE,FL,Remote,MX,M
2022,Machine Learning Engineer  (Remote),Analysis,INR,116649,60711,DE,MI,CT,In-person,UK,M
2020,Data Scientist  ,ML/AI,EUR,177078,44177,UK,EN,PT,Remote,US,L
2021,Machine Learning Engineer  in office,Data Science,EUR,51643,185642,JP,MI,FT,Remote,UK,M
2022,Data Analyst  ,ML/AI,us dolars,93128,196436,CN,MI,FL,In-person,JP,S
2021,Data Analyst  (Remote),ML/AI,us dolars,72523,179891,MX,SE,CT,Remote,US,M
2020,Data Analyst  ,Analysis,GBP,100220,155220,JP,MI,FT,In-person,US,M
2021,Statistician  in office,Engineering,INR,82784,61391,MX,EX,PT,In-person,JP,M
2022,Machine Learning Engineer  ,ML/AI,INR,117893,45788,MX,SE,FL,In-person,CN,S
2022,Data Scientist  (Remote),Analysis,JPY,89701,81055,MX,EX,CT,Remote,US,S
2021,Data Scientist  ,Analysis,us dolars,179018,144187,IN,EX,PT,In-person,UK,L
2020,Statistician  (Remote),Engineering,EUR,174199,148071,US,MI,CT,Remote,CN,M
2021,Data Scientist  (Remote),Analysis,EUR,146101,184637,DE,EN,CT,Hybrid,IN,M
2020,Data Analyst  (Remote),Engineering,GBP,139002,160101,JP,MI,FL,Hybrid,CN,S
2021,Machine Learning Engineer  ,Data Science,EUR,190476,116462,MX,EN,PT,Hybrid,MX,M
2022,Data Scientist  in office,ML/AI,INR,47401,43376,DE,SE,PT,In-person,IN,S
2020,Data Scientist  (Remote),Analysis,INR,176500,182947,MX,SE,FT,Remote,MX,M
2020,Data Engineer  ,Data Science,us dolars,131958,77606,CN,SE,PT,In-person,UK,L
2020,Data Engineer  (Remote),,,142046,108393,IN,,PT,Remote,MX,
2022,Data Engineer  ,Analysis,EUR,94372,92996,CN,EX,FL,Hybrid,US,S
2021,Machine Learning Engineer  (Remote),Data Science,us dolars,41971,31283,CN,SE,FT,Hybrid,UK,S
2022,Data Analyst  ,Analysis,JPY,118018,110456,IN,MI,FL,Hybrid,JP,M
2020,Data Analyst  (Remote),,,-154768,95783,US,,PT,In-person,UK,
2021,Data Analyst  (Remote),Data Science,EUR,46565,126382,CN,EX,FT,In-person,IN,S
2022,Machine Learning Engineer  (Remote),Analysis,EUR,36829,102178,JP,MI,FL,Remote,MX,L
2020,Machine Learning Engineer  in office,Engineering,EUR,106023,47365,MX,EX,FT,Remote,CN,S
2020,Data Engineer  ,,,-196507,142255,IN,,PT,Hybrid,MX,
2022,Data Scientist  in office,ML/AI,EUR,111823,179021,IN,EN,FT,In-person,DE,M
2022,Statistician  ,Analysis,JPY,68941,146829,MX,MI,FT,In-person,JP,M
2022,Statistician  (Remote),ML/AI,EUR,141539,194575,DE,EN,FT,Remote,US,L
2020,Data Scientist  ,ML/AI,GBP,39176,156267,UK,EX,PT,Remote,MX,L
2022,Data Engineer  ,Analysis,JPY,81516,106387,CN,EN,PT,In-person,CN,M
2020,Data Scientist  (Remote),Data Science,GBP,176144,109942,JP,MI,FT,In-person,UK,L
2022,Data Scientist  (Remote),Engineering,JPY,127368,176000,US,EN,FL,Remote,JP,L
2020,Statistician  (Remote),,,-180761,177904,CN,,FL,In-person,IN,
2020,Data Engineer  ,Analysis,JPY,179671,168606,MX,MI,PT,In-person,MX,S
2021,Machine Learning Engineer  (Remote),,,-155670,162907,US,,CT,Hybrid,US,
2022,Statistician  (Remote),,,-112045,100251,DE,,FL,In-person,UK,
2022,Machine Learning Engineer  ,Engineering,GBP,196460,194453,CN,EX,FT,In-person,MX,M
2020,Data Engineer  in office,Data Science,JPY,148903,84780,US,EX,CT,In-person,CN,M
2020,Data Scientist  ,Analysis,JPY,80603,96412,CN,MI,PT,Remote,UK,M
2020,Data Analyst  ,Analysis,INR,104736,170397,IN,MI,FL,Hybrid,US,L
2021,Data Analyst  ,Data Science,us dolars,55789,190518,CN,EN,CT,Remote,CN,M
2021,Data Engineer  (Remote),Analysis,us dolars,118623,128975,JP,MI,PT,Hybrid,DE,S
2020,Data Analyst  ,ML/AI,EUR,82282,159788,CN,MI,PT,Hybrid,DE,S
2022,Machine Learning Engineer  in office,Engineering,JPY,63464,90662,US,EX,FT,In-person,JP,L
2022,Data Analyst  ,Analysis,JPY,71994,128664,JP,MI,FL,Hybrid,MX,S
2021,Data Engineer  ,Data Science,JPY,137309,110249,US,EN,CT,Hybrid,UK,S
2021,Data Engineer  (Remote),Engineering,JPY,153189,86525,MX,MI,FT,In-person,JP,M
2020,Machine Learning Engineer  (Remote),Analysis,us dolars,121123,171656,MX,MI,FL,In-person,US,S
2022,Data Analyst  in office,Engineering,GBP,55594,164973,UK,MI,CT,Hybrid,CN,M
2020,Data Analyst  ,Data Science,INR,148406,143094,UK,SE,PT,Remote,JP,M
2021,Data Scientist  ,,,-135021,86203,JP,,PT,Hybrid,MX,
2022,Statistician  ,ML/AI,GBP,58386,117597,MX,EN,FL,Remote,UK,S
2022,Data Engineer  ,Analysis,us dolars,96652,32090,UK,EX,FT,Remote,MX,L
2021,Data Scientist  ,ML/AI,INR,124835,187924,UK,EX,CT,Hybrid,DE,L
2020,Data Engineer  ,Analysis,JPY,128123,52454,IN,SE,CT,Remote,DE,S
2020,Data Scientist  (Remote),Engineering,us dolars,47540,85084,US,EN,PT,Hybrid,US,M
2022,Statistician  in office,Analysis,us dolars,143483,127103,UK,EX,FL,Remote,IN,M
2021,Data Scientist  ,Analysis,INR,63756,194895,JP,EX,FT,Remote,JP,L
2022,Data Engineer  ,Analysis,EUR,166659,193079,IN,MI,PT,Hybrid,US,M
2021,Data Analyst  (Remote),ML/AI,us dolars,119792,134560,MX,MI,PT,In-person,DE,L
2020,Data Engineer  ,Analysis,GBP,79039,175213,UK,MI,FT,In-person,MX,M
2021,Machine Learning Engineer  (Remote),Data Science,GBP,171341,42746,CN,SE,CT,Hybrid,UK,S
2020,Machine Learning Engineer  in office,Analysis,JPY,36088,33347,MX,MI,CT,Hybrid,UK,S
2021,Machine Learning Engineer  ,Engineering,us dolars,130649,170433,JP,EN,FL,In-person,CN,M
2022,Machine Learning Engineer  in office,Data Science,JPY,72044,141972,US,SE,PT,In-person,IN,L
2020,Statistician  ,Engineering,us dolars,188153,34101,MX,EX,FL,Remote,IN,S
2022,Data Analyst  in office,Engineering,INR,171615,135811,CN,EX,CT,Remote,DE,L
2022,Data Analyst  in office,Engineering,us dolars,33005,78095,MX,EN,FT,Remote,IN,S
2020,Data Engineer  ,Data Science,EUR,67203,131483,UK,EN,CT,In-person,IN,M
2020,Data Scientist  in office,Data Science,GBP,46220,193740,JP,EX,CT,Hybrid,UK,S
2022,Data Engineer  (Remote),ML/AI,INR,138991,150902,CN,EN,PT,Remote,CN,M
2022,Data Engineer  (Remote),Data Science,GBP,62696,47747,JP,EN,CT,Hybrid,JP,L
2022,Data Engineer  in office,Analysis,JPY,76381,176081,DE,EN,FL,In-person,MX,S
2022,Data Engineer  in office,Engineering,INR,161148,119187,MX,MI,FT,Remote,UK,L
2020,Data Analyst  (Remote),ML/AI,EUR,134056,162128,CN,EX,PT,In-person,CN,L
2020,Data Scientist  ,Data Science,GBP,180018,193982,JP,EN,FT,Hybrid,UK,M
2022,Data Engineer  (Remote),,,53471,182287,CN,,FL,Remote,DE,
2021,Data Analyst  in office,Data Science,us dolars,143298,60375,DE,MI,FL,Hybrid,CN,S
2021,Data Engineer  (Remote),,,199810,171148,US,,CT,Hybrid,CN,
2020,Machine Learning Engineer  ,,,-124673,146612,US,,FL,Remote,DE,
2022,Data Engineer  (Remote),Data Science,EUR,54440,140541,MX,EX,CT,Remote,CN,M
2022,Data Engineer  ,Engineering,EUR,41862,196321,IN,EX,PT,In-person,MX,L
2020,Statistician  in office,Analysis,EUR,131415,70664,CN,EX,FT,Remote,JP,S
2021,Machine Learning Engineer  (Remote),Data Science,GBP,98273,68779,DE,MI,CT,Remote,US,S
2021,Data Scientist  (Remote),ML/AI,INR,137848,89312,JP,EX,CT,Remote,IN,S
2021,Data Engineer  ,Data Science,us dolars,51788,41414,IN,SE,PT,Remote,CN,M
2020,Data Scientist  (Remote),Data Science,GBP,186594,197990,CN,EN,FL,Remote,IN,M
2021,Machine Learning Engineer  (Remote),Analysis,EUR,100185,176948,IN,EX,CT,In-person,UK,S
2020,Data Engineer  ,Engineering,us dolars,160683,153938,CN,MI,FL,Hybrid,UK,L
2020,Statistician  (Remote),ML/AI,INR,168896,39198,MX,EX,CT,In-person,CN,M
2022,Data Analyst  ,Engineering,JPY,150824,123302,MX,EX,FL,Hybrid,CN,S
2021,Statistician  in office,Engineering,EUR,37799,129524,US,SE,CT,Remote,CN,L
2020,Statistician  (Remote),Engineering,EUR,115406,198501,JP,SE,FT,In-person,MX,M
2021,Data Analyst  ,Data Science,EUR,75147,133170,DE,MI,FT,Hybrid,MX,M
2021,Data Analyst  ,Analysis,EUR,153699,153393,MX,MI,FT,Hybrid,JP,M
2022,Data Analyst  (Remote),Data Science,us dolars,38614,146305,US,MI,CT,Remote,CN,S
2021,Data Engineer  ,ML/AI,INR,55147,150759,IN,MI,FL,Remote,MX,M
2022,Data Scientist  in office,,,106637,100148,UK,,PT,Hybrid,IN,
2020,Data Scientist  in office,Engineering,us dolars,136210,138169,MX,EN,PT,In-person,UK,L
2021,Data Analyst  (Remote),Analysis,INR,50914,61528,IN,EN,PT,Hybrid,UK,S
2020,Statistician  in office,ML/AI,GBP,93699,171355,UK,MI,FT,In-person,MX,L
2021,Machine Learning Engineer  (Remote),Data Science,EUR,39615,166025,CN,MI,FT,In-person,CN,M
2020,Data Analyst  (Remote),Data Science,INR,80785,155728,US,EN,FT,Hybrid,DE,S
2021,Statistician  ,Engineering,EUR,118589,116234,CN,SE,FL,In-person,MX,S
2021,Statistician  ,Data Science,INR,109017,89121,DE,EN,FT,Hybrid,US,M
2021,Data Engineer  ,Data Science,JPY,76898,52016,JP,MI,FL,Hybrid,CN,S
2021,Data Engineer  ,,,157767,174320,MX,,FL,Remote,JP,
2021,Data Scientist  (Remote),Analysis,EUR,139418,150184,UK,MI,FL,Hybrid,US,L
2021,Data Scientist  ,Data Science,EUR,85505,178348,MX,EX,CT,Hybrid,US,S
2021,Machine Learning Engineer  ,ML/AI,us dolars,106031,126544,JP,SE,PT,Remote,CN,S
2021,Machine Learning Engineer  in office,,,121818,178427,CN,,FL,Remote,JP,
2021,Machine Learning Engineer  (Remote),,,-152952,88451,US,,PT,In-person,MX,
2020,Machine Learning Engineer  in office,ML/AI,EUR,30146,51529,US,MI,FL,In-person,IN,L
2022,Statistician  in office,Engineering,us dolars,177049,197086,CN,EN,FL,Remote,CN,M
2021,Statistician  in office,Data Science,us dolars,195017,150542,CN,SE,FT,Remote,UK,M
2022,Data Scientist  ,Engineering,JPY,139822,50096,US,EN,PT,Remote,JP,M
2021,Data Engineer  (Remote),ML/AI,INR,32594,125653,DE,SE,FL,Hybrid,UK,L
2021,Data Engineer  in office,Analysis,EUR,106610,33417,UK,MI,PT,Hybrid,MX,M
2020,Data Analyst  in office,Analysis,INR,188503,101981,JP,EN,FT,Hybrid,MX,L
2020,Statistician  (Remote),Data Science,us dolars,152524,100953,IN,SE,FL,Remote,MX,L
2022,Machine Learning Engineer  ,Data Science,us dolars,118197,45494,MX,SE,FT,In-person,CN,M
2020,Machine Learning Engineer  in office,Analysis,JPY,188643,141670,CN,SE,FL,In-person,MX,M
2020,Data Analyst  (Remote),Engineering,GBP,91797,148839,CN,EX,FT,Hybrid,CN,L
2022,Data Engineer  ,Data Science,us dolars,73937,174374,MX,SE,FT,Hybrid,DE,L
2020,Machine Learning Engineer  ,ML/AI,EUR,147618,85669,US,MI,CT,Remote,US,M
2021,Data Engineer  ,Data Science,JPY,90051,197499,JP,MI,FL,Remote,DE,M
2022,Data Analyst  ,Engineering,GBP,107903,88263,JP,MI,FL,In-person,MX,M
2022,Data Engineer  ,Data Science,JPY,106990,70274,DE,SE,FL,In-person,US,L
2021,Data Engineer  (Remote),ML/AI,us dolars,105204,149240,UK,MI,PT,Remote,MX,L
2020,Data Engineer  ,ML/AI,GBP,98951,189875,DE,SE,CT,In-person,MX,L
2022,Machine Learning Engineer  in office,ML/AI,INR,127309,190236,DE,SE,PT,In-person,IN,M
2022,Data Scientist  (Remote),Engineering,GBP,155341,68441,JP,SE,FL,Hybrid,JP,S
2021,Statistician  in office,Engineering,EUR,156822,93327,UK,EX,CT,Remote,IN,S
2021,Data Engineer  in office,ML/AI,INR,190111,130461,UK,EN,FT,Remote,US,S
2020,Data Engineer  ,ML/AI,INR,145694,129099,UK,MI,CT,Remote,CN,S
2022,Data Engineer  ,Engineering,EUR,186640,106925,MX,EX,FT,Hybrid,MX,S
2020,Data Scientist  (Remote),Engineering,INR,67459,81035,US,MI,FL,Remote,DE,L
2020,Data Analyst  (Remote),Engineering,us dolars,168741,139863,UK,EX,FL,In-person,MX,M
2021,Machine Learning Engineer  in office,Analysis,GBP,114985,43490,JP,EN,FT,Hybrid,US,M
2022,Data Scientist  ,Engineering,GBP,196588,36044,MX,EN,CT,Hybrid,MX,M
2022,Data Engineer  ,ML/AI,EUR,184405,57509,US,EN,PT,Remote,CN,M
2022,Data Scientist  in office,,,-118295,57844,IN,,CT,In-person,IN,
2021,Data Scientist  ,Engineering,INR,77941,92212,CN,SE,FT,Remote,CN,S
2021,Data Scientist  (Remote),ML/AI,GBP,139903,182676,DE,MI,FT,In-person,CN,M
2021,Data Analyst  in office,Data Science,GBP,68875,188632,UK,MI,PT,Remote,IN,M
2021,Statistician  ,Analysis,GBP,158975,162278,IN,MI,PT,In-person,DE,S
2021,Machine Learning Engineer  in office,ML/AI,GBP,173770,144587,UK,SE,PT,In-person,MX,M
2022,Data Analyst  ,Data Science,JPY,126500,108632,DE,MI,FT,In-person,CN,S
2020,Data Analyst  ,ML/AI,EUR,91826,190622,JP,EN,FL,Hybrid,DE,S
2022,Statistician  ,Engineering,INR,192480,82232,JP,MI,CT,Remote,CN,L
2020,Data Analyst  (Remote),Engineering,INR,154628,65228,DE,MI,PT,Remote,CN,M
2021,Data Scientist  in office,Data Science,EUR,108845,115925,IN,EX,FT,Remote,IN,M
2020,Data Scientist  (Remote),Engineering,us dolars,130965,67693,US,SE,CT,Hybrid,US,M
2022,Data Engineer  (Remote),ML/AI,EUR,176205,114533,CN,EN,PT,In-person,MX,S
2022,Data Analyst  in office,Data Science,GBP,150853,130019,CN,EN,FL,Hybrid,US,L
2020,Data Engineer  in office,ML/AI,GBP,197198,117165,CN,EN,CT,Hybrid,JP,M
2021,Machine Learning Engineer  ,ML/AI,EUR,63043,64337,US,MI,CT,In-person,IN,S
2021,Data Scientist  ,ML/AI,EUR,165150,47060,UK,EN,FT,Remote,JP,S
2022,Machine Learning Engineer  in office,Engineering,INR,83906,196353,DE,EN,FT,Hybrid,CN,S
2020,Statistician  ,Engineering,INR,41137,78993,DE,EX,FT,In-person,IN,S
2021,Data Scientist  ,ML/AI,JPY,59350,109459,US,MI,FL,In-person,JP,L
2021,Machine Learning Engineer  in office,Analysis,JPY,34698,195871,IN,EX,CT,Remote,UK,L
2022,Statistician  (Remote),ML/AI,GBP,160119,137606,CN,SE,PT,In-person,US,S
2021,Machine Learning Engineer  in office,ML/AI,JPY,194204,145600,MX,MI,FL,In-person,US,M
2020,Statistician  in office,Data Science,JPY,40165,35322,DE,EX,PT,In-person,UK,L
2022,Statistician  (Remote),ML/AI,us dolars,161866,68438,JP,SE,PT,Remote,DE,M
2022,Data Scientist  ,Engineering,EUR,174718,109369,JP,EX,FT,Remote,UK,M
2020,Data Engineer  (Remote),,,-166942,48134,MX,,PT,In-person,MX,
2022,Statistician  (Remote),Analysis,JPY,128893,37575,DE,EN,PT,In-person,US,M
2021,Statistician  in office,Data Science,INR,60736,106899,CN,EN,FL,Remote,MX,L
2021,Data Scientist  ,,,88084,118307,CN,,FT,Remote,IN,
2020,Data Engineer  ,Data Science,JPY,46211,124265,CN,EX,PT,Remote,JP,M
2021,Data Analyst  (Remote),Data Science,GBP,116665,196852,IN,EX,PT,Hybrid,US,M
2020,Data Analyst  in office,Analysis,us dolars,168449,49812,JP,SE,PT,Remote,MX,S
2020,Data Engineer  (Remote),Engineering,EUR,169933,74522,IN,MI,CT,In-person,UK,L
2021,Machine Learning Engineer  ,Engineering,EUR,178893,118383,US,EN,CT,Remote,IN,M
2020,Data Scientist  ,Engineering,GBP,108488,54932,UK,EX,FT,In-person,US,L
2021,Data Engineer  in office,Data Science,GBP,188025,78966,CN,SE,FL,In-person,UK,S
2022,Data Analyst  in office,ML/AI,EUR,157870,75580,US,EN,FT,In-person,MX,S
2022,Statistician  (Remote),Data Science,EUR,66801,138113,UK,EN,CT,Remote,US,S
2020,Data Analyst  in office,ML/AI,us dolars,48277,56199,MX,EN,FT,Remote,UK,S
2021,Statistician  (Remote),ML/AI,JPY,113762,133528,JP,SE,FL,Remote,CN,S
2021,Data Scientist  in office,Engineering,us dolars,183700,174909,UK,SE,FT,Remote,UK,S
2022,Statistician  (Remote),ML/AI,EUR,112246,42688,UK,EN,PT,Remote,US,S
2022,Data Engineer  ,Data Science,JPY,159350,170859,DE,SE,FL,Hybrid,IN,S
2021,Statistician  ,Data Science,EUR,57802,195829,UK,EN,FL,Remote,US,L
2020,Machine Learning Engineer  ,Engineering,us dolars,152794,120640,DE,EN,FL,Hybrid,US,M
2022,Data Engineer  ,Analysis,us dolars,189749,90539,UK,EN,FT,In-person,CN,L
2020,Data Scientist  ,Data Science,us dolars,168572,161135,DE,SE,FT,In-person,IN,L
2020,Data Engineer  ,ML/AI,JPY,34015,107688,JP,MI,PT,In-person,CN,M
2022,Machine Learning Engineer  in office,Data Science,INR,160305,114732,JP,MI,FL,In-person,US,M
2020,Data Scientist  in office,Data Science,INR,88812,176031,UK,SE,PT,Hybrid,CN,S
2020,Data Analyst  in office,Data Science,EUR,37826,192352,MX,EX,FL,Hybrid,JP,M
2021,Machine Learning Engineer  (Remote),Analysis,JPY,39201,188539,MX,SE,CT,In-person,JP,L
2020,Data Scientist  in office,ML/AI,GBP,59048,177128,IN,EX,FT,Remote,JP,S
2021,Statistician  in office,Engineering,INR,151471,33135,MX,EN,PT,In-person,UK,L
2022,Data Engineer  (Remote),Data Science,JPY,49941,47564,JP,EX,FT,In-person,DE,M
2022,Data Scientist  (Remote),ML/AI,JPY,110641,93258,US,EN,FT,Hybrid,MX,L
2021,Data Engineer  ,ML/AI,INR,88418,133813,MX,MI,CT,In-person,CN,L
2022,Statistician  in office,Engineering,JPY,71541,57462,US,EN,CT,Hybrid,US,S
2020,Data Scientist  in office,Data Science,JPY,100422,86682,DE,EX,FL,Hybrid,DE,S
2020,Data Analyst  (Remote),Analysis,INR,148069,32728,IN,MI,CT,In-person,CN,L
2020,Machine Learning Engineer  ,ML/AI,us dolars,185022,168703,CN,MI,FL,Remote,JP,M
2022,Data Scientist  in office,Engineering,EUR,150965,171956,DE,SE,CT,Hybrid,MX,S
2020,Statistician  (Remote),Analysis,GBP,181714,54974,UK,EX,CT,Hybrid,IN,L
2022,Data Scientist  (Remote),ML/AI,EUR,71607,145092,MX,EX,PT,Hybrid,JP,S
2020,Data Engineer  in office,Data Science,us dolars,192360,131177,JP,SE,CT,In-person,MX,S
2021,Data Scientist  (Remote),ML/AI,us dolars,142117,143795,IN,SE,PT,In-person,US,M
2022,Data Analyst  (Remote),Analysis,JPY,112865,197108,DE,MI,CT,Hybrid,DE,L
2022,Data Scientist  in office,Analysis,EUR,44450,114614,DE,SE,PT,Remote,DE,L
2020,Machine Learning Engineer  ,Data Science,us dolars,35618,171346,US,MI,FT,In-person,CN,L
2022,Data Scientist  in office,,,195335,179923,UK,,FL,Remote,UK,
2022,Data Engineer  ,Engineering,us dolars,97583,91816,DE,SE,CT,Remote,IN,L
2021,Data Scientist  (Remote),,,104900,78526,US,,PT,In-person,MX,
2021,Data Analyst  in office,,,-58794,83467,IN,,CT,Hybrid,JP,
2020,Statistician  in office,,,-43091,146609,DE,,PT,Remote,MX,
2021,Data Scientist  ,Analysis,JPY,45161,154420,CN,EN,PT,Hybrid,MX,S
2020,Data Scientist  (Remote),ML/AI,EUR,165230,109430,CN,EX,CT,Remote,IN,M
2020,Machine Learning Engineer  in office,ML/AI,INR,153612,56965,US,MI,FL,Hybrid,US,M
2020,Data Analyst  in office,Engineering,EUR,57663,191630,CN,MI,PT,In-person,UK,L
2022,Statistician  (Remote),Data Science,GBP,167805,89807,UK,EN,FT,Remote,JP,M
2021,Data Engineer  ,Data Science,GBP,129961,82520,JP,MI,CT,Remote,US,S
2020,Data Scientist  in office,,,193073,160030,CN,,FT,Remote,IN,
2021,Statistician  (Remote),Analysis,us dolars,170401,128983,IN,EX,PT,Hybrid,UK,S
2020,Data Engineer  in office,Engineering,GBP,83105,152194,DE,EN,PT,Remote,JP,S
2021,Data Analyst  in office,Analysis,EUR,93436,112667,US,MI,CT,Remote,IN,S
2021,Data Analyst  in office,Analysis,JPY,158379,178777,DE,EX,FL,Hybrid,JP,L
2020,Statistician  ,Data Science,GBP,160705,159335,JP,SE,FT,Hybrid,MX,L
2022,Data Engineer  (Remote),Engineering,EUR,122635,75110,DE,EN,FL,In-person,UK,S
2021,Data Analyst  in office,Analysis,us dolars,99579,161032,DE,EX,FT,Hybrid,UK,L
2022,Statistician  in office,ML/AI,us dolars,44242,34789,US,SE,FL,Remote,IN,M
2022,Data Analyst  in office,ML/AI,JPY,128901,30533,JP,MI,CT,Remote,JP,M
2020,Data Analyst  ,Data Science,JPY,155056,80970,IN,MI,FT,In-person,DE,S
2020,Data Analyst  in office,ML/AI,EUR,188205,58776,US,SE,CT,In-person,US,L
2020,Machine Learning Engineer  (Remote),ML/AI,JPY,185812,48725,MX,EX,FL,Remote,UK,S
2021,Data Engineer  ,Analysis,JPY,130628,94367,JP,MI,FL,Hybrid,JP,L
2020,Statistician  (Remote),ML/AI,us dolars,60976,102230,JP,MI,FL,Remote,IN,S
2020,Statistician  in office,ML/AI,EUR,41231,100542,DE,EX,CT,In-person,MX,S
2021,Data Engineer  in office,Analysis,JPY,164400,122534,UK,EX,PT,Remote,IN,S
2021,Data Engineer  ,Data Science,EUR,55261,132849,UK,SE,PT,Remote,UK,M
2020,Data Engineer  in office,Data Science,GBP,55262,125623,IN,MI,FT,Remote,CN,L
2020,Data Engineer  (Remote),Engineering,us dolars,164352,133211,DE,EX,CT,In-person,UK,L
2020,Data Scientist  (Remote),ML/AI,us dolars,192814,34485,UK,EN,CT,In-person,MX,M
2020,Statistician  (Remote),Analysis,us dolars,33590,96771,US,SE,CT,In-person,CN,M
2022,Data Scientist  in office,Engineering,INR,146726,127519,IN,SE,FL,Hybrid,DE,L
2022,Data Analyst  in office,Data Science,EUR,117542,96681,DE,SE,CT,In-person,IN,L
2020,Data Analyst  ,Data Science,GBP,43570,184876,CN,SE,PT,Hybrid,JP,S
2022,Statistician  ,Analysis,JPY,39533,31475,US,EN,FT,Hybrid,CN,S
